Date,old_Latitude,old_Longitude,Temperature_at_atm,temp_celsius,temp_fahrenheit,new_Longitude
01-01-2016,29.5,249.37,283.91,10.760000000000048,51.36800000000005,-110.63
01-01-2016,29.5,250.62,281.47,8.32000000000005,46.976000000000056,-109.38
01-01-2016,30.5,248.12,283.45,10.300000000000011,50.539999999999964,-111.88
01-01-2016,30.5,249.37,280.8,7.650000000000034,45.77000000000004,-110.63
01-01-2016,30.5,250.62,279.0,5.850000000000023,42.52999999999997,-109.38
01-01-2016,31.5,248.12,281.72,8.57000000000005,47.426000000000045,-111.88
01-01-2016,31.5,249.37,278.79,5.640000000000043,42.152000000000044,-110.63
01-01-2016,31.5,250.62,277.24,4.090000000000032,39.36200000000002,-109.38
01-01-2016,32.5,248.12,281.69,8.54000000000002,47.372000000000014,-111.88
01-01-2016,32.5,249.37,279.01,5.860000000000014,42.548,-110.63
01-01-2016,32.5,250.62,276.53,3.3799999999999955,38.083999999999946,-109.38
01-02-2016,29.5,248.12,287.21,14.060000000000002,57.307999999999936,-111.88
01-02-2016,29.5,249.37,285.32,12.170000000000016,53.906000000000006,-110.63
01-02-2016,29.5,250.62,282.57,9.420000000000016,48.95599999999996,-109.38
01-02-2016,30.5,248.12,284.91,11.760000000000048,53.16800000000006,-111.88
01-02-2016,30.5,249.37,282.39,9.240000000000009,48.63199999999995,-110.63
01-02-2016,30.5,250.62,280.5,7.350000000000023,45.23000000000002,-109.38
01-02-2016,31.5,248.12,283.23,10.080000000000041,50.144000000000005,-111.88
01-02-2016,31.5,249.37,280.38,7.230000000000018,45.01400000000001,-110.63
01-02-2016,31.5,250.62,279.06,5.910000000000025,42.63799999999998,-109.38
01-02-2016,32.5,248.12,283.23,10.080000000000041,50.144000000000005,-111.88
01-02-2016,32.5,249.37,280.65,7.5,45.49999999999994,-110.63
01-02-2016,32.5,250.62,278.24,5.090000000000032,41.162000000000035,-109.38
01-03-2016,29.5,248.12,290.16,17.010000000000048,62.617999999999995,-111.88
01-03-2016,29.5,249.37,288.59,15.439999999999998,59.79199999999997,-110.63
01-03-2016,29.5,250.62,286.01,12.860000000000014,55.14799999999997,-109.38
01-03-2016,30.5,248.12,288.54,15.390000000000043,59.702000000000055,-111.88
01-03-2016,30.5,249.37,286.03,12.879999999999995,55.18399999999991,-110.63
01-03-2016,30.5,250.62,284.49,11.340000000000032,52.41199999999998,-109.38
01-03-2016,31.5,248.12,287.15,14.0,57.19999999999999,-111.88
01-03-2016,31.5,249.37,284.31,11.160000000000025,52.08800000000002,-110.63
01-03-2016,31.5,250.62,283.44,10.29000000000002,50.52199999999999,-109.38
01-03-2016,32.5,248.12,287.6,14.450000000000045,58.01000000000005,-111.88
01-03-2016,32.5,249.37,285.09,11.939999999999998,53.491999999999905,-110.63
01-03-2016,32.5,250.62,282.91,9.760000000000048,49.56800000000004,-109.38
01-04-2016,29.5,248.12,292.79,19.640000000000043,67.35200000000003,-111.88
01-04-2016,29.5,249.37,291.98,18.83000000000004,65.89400000000006,-110.63
01-04-2016,29.5,250.62,289.77,16.620000000000005,61.916,-109.38
01-04-2016,30.5,248.12,291.41,18.260000000000048,64.868,-111.88
01-04-2016,30.5,249.37,289.54,16.390000000000043,61.50200000000001,-110.63
01-04-2016,30.5,250.62,288.42,15.270000000000039,59.48600000000005,-109.38
01-04-2016,31.5,248.12,290.21,17.060000000000002,62.70799999999991,-111.88
01-04-2016,31.5,249.37,287.85,14.700000000000045,58.46000000000009,-110.63
01-04-2016,31.5,250.62,287.5,14.350000000000023,57.829999999999984,-109.38
01-04-2016,32.5,248.12,290.99,17.840000000000032,64.11200000000002,-111.88
01-04-2016,32.5,249.37,288.6,15.450000000000045,59.81,-110.63
01-04-2016,32.5,250.62,286.86,13.710000000000036,56.678000000000054,-109.38
01-05-2016,29.5,248.12,295.95,22.80000000000001,73.04000000000002,-111.88
01-05-2016,29.5,249.37,296.08,22.930000000000007,73.27399999999994,-110.63
01-05-2016,29.5,250.62,293.75,20.600000000000023,69.07999999999998,-109.38
01-05-2016,30.5,248.12,294.84,21.689999999999998,71.04199999999997,-111.88
01-05-2016,30.5,249.37,293.85,20.700000000000045,69.26000000000005,-110.63
01-05-2016,30.5,250.62,292.71,19.560000000000002,67.20799999999991,-109.38
01-05-2016,31.5,248.12,294.57,21.420000000000016,70.55599999999998,-111.88
01-05-2016,31.5,249.37,292.62,19.470000000000027,67.04599999999999,-110.63
01-05-2016,31.5,250.62,292.28,19.129999999999995,66.43399999999991,-109.38
01-05-2016,32.5,248.12,295.89,22.74000000000001,72.93199999999996,-111.88
01-05-2016,32.5,249.37,293.67,20.52000000000004,68.93599999999998,-110.63
01-05-2016,32.5,250.62,291.71,18.560000000000002,65.40799999999996,-109.38
01-06-2016,29.5,248.12,300.3,27.150000000000034,80.87000000000006,-111.88
01-06-2016,29.5,249.37,301.7,28.55000000000001,83.38999999999993,-110.63
01-06-2016,29.5,250.62,299.65,26.5,79.69999999999999,-109.38
01-06-2016,30.5,248.12,299.58,26.430000000000007,79.57400000000001,-111.88
01-06-2016,30.5,249.37,299.12,25.970000000000027,78.74600000000004,-110.63
01-06-2016,30.5,250.62,298.5,25.350000000000023,77.63000000000005,-109.38
01-06-2016,31.5,248.12,299.24,26.090000000000032,78.96200000000005,-111.88
01-06-2016,31.5,249.37,297.75,24.600000000000023,76.28000000000003,-110.63
01-06-2016,31.5,250.62,298.06,24.910000000000025,76.83800000000002,-109.38
01-06-2016,32.5,248.12,300.94,27.79000000000002,82.02199999999999,-111.88
01-06-2016,32.5,249.37,299.02,25.870000000000005,78.56599999999997,-110.63
01-06-2016,32.5,250.62,297.39,24.24000000000001,75.632,-109.38
01-07-2016,29.5,248.12,304.99,31.840000000000032,89.31200000000007,-111.88
01-07-2016,29.5,249.37,305.64,32.49000000000001,90.48200000000003,-110.63
01-07-2016,29.5,250.62,302.9,29.75,85.55000000000001,-109.38
01-07-2016,30.5,248.12,304.96,31.810000000000002,89.25799999999998,-111.88
01-07-2016,30.5,249.37,303.58,30.430000000000007,86.77399999999994,-110.63
01-07-2016,30.5,250.62,302.63,29.480000000000018,85.06400000000002,-109.38
01-07-2016,31.5,248.12,304.66,31.510000000000048,88.71800000000002,-111.88
01-07-2016,31.5,249.37,302.61,29.460000000000036,85.02800000000008,-110.63
01-07-2016,31.5,250.62,302.99,29.840000000000032,85.71200000000005,-109.38
01-07-2016,32.5,248.12,306.48,33.33000000000004,91.99400000000009,-111.88
01-07-2016,32.5,249.37,304.61,31.460000000000036,88.62799999999999,-110.63
01-07-2016,32.5,250.62,303.18,30.03000000000003,86.05400000000003,-109.38
01-08-2016,29.5,248.12,306.51,33.360000000000014,92.04799999999994,-111.88
01-08-2016,29.5,249.37,306.44,33.29000000000002,91.92199999999997,-110.63
01-08-2016,29.5,250.62,302.6,29.450000000000045,85.01000000000005,-109.38
01-08-2016,30.5,248.12,305.95,32.80000000000001,91.04000000000002,-111.88
01-08-2016,30.5,249.37,303.7,30.55000000000001,86.98999999999995,-110.63
01-08-2016,30.5,250.62,301.55,28.400000000000034,83.12000000000006,-109.38
01-08-2016,31.5,248.12,305.36,32.210000000000036,89.97800000000001,-111.88
01-08-2016,31.5,249.37,302.46,29.310000000000002,84.75799999999998,-110.63
01-08-2016,31.5,250.62,301.83,28.680000000000007,83.62399999999997,-109.38
01-08-2016,32.5,248.12,306.67,33.52000000000004,92.33600000000007,-111.88
01-08-2016,32.5,249.37,304.14,30.99000000000001,87.78199999999998,-110.63
01-08-2016,32.5,250.62,301.91,28.760000000000048,83.76800000000009,-109.38
01-09-2016,29.5,248.12,303.17,30.02000000000004,86.036,-111.88
01-09-2016,29.5,249.37,302.25,29.100000000000023,84.38000000000005,-110.63
01-09-2016,29.5,250.62,298.46,25.310000000000002,77.55799999999994,-109.38
01-09-2016,30.5,248.12,301.69,28.54000000000002,83.37200000000001,-111.88
01-09-2016,30.5,249.37,299.16,26.010000000000048,78.81800000000004,-110.63
01-09-2016,30.5,250.62,297.12,23.970000000000027,75.14600000000002,-109.38
01-09-2016,31.5,248.12,300.46,27.310000000000002,81.15799999999996,-111.88
01-09-2016,31.5,249.37,297.4,24.25,75.64999999999992,-110.63
01-09-2016,31.5,250.62,296.64,23.49000000000001,74.28199999999998,-109.38
01-09-2016,32.5,248.12,301.59,28.439999999999998,83.19199999999995,-111.88
01-09-2016,32.5,249.37,298.76,25.610000000000014,78.09800000000001,-110.63
01-09-2016,32.5,250.62,296.45,23.30000000000001,73.94,-109.38
01-10-2016,29.5,248.12,296.23,23.08000000000004,73.54400000000004,-111.88
01-10-2016,29.5,249.37,294.98,21.83000000000004,71.29400000000004,-110.63
01-10-2016,29.5,250.62,292.7,19.55000000000001,67.19,-109.38
01-10-2016,30.5,248.12,293.25,20.100000000000023,68.18,-111.88
01-10-2016,30.5,249.37,291.29,18.140000000000043,64.65199999999999,-110.63
01-10-2016,30.5,250.62,289.87,16.720000000000027,62.09600000000006,-109.38
01-10-2016,31.5,248.12,291.42,18.27000000000004,64.88600000000002,-111.88
01-10-2016,31.5,249.37,288.71,15.560000000000002,60.00799999999998,-110.63
01-10-2016,31.5,250.62,287.74,14.590000000000032,58.262,-109.38
01-10-2016,32.5,248.12,291.44,18.29000000000002,64.92199999999997,-111.88
01-10-2016,32.5,249.37,288.97,15.82000000000005,60.476000000000056,-110.63
01-10-2016,32.5,250.62,286.77,13.620000000000005,56.51600000000002,-109.38
01-11-2016,29.5,248.12,288.76,15.610000000000014,60.09800000000001,-111.88
01-11-2016,29.5,249.37,286.49,13.340000000000032,56.012,-110.63
01-11-2016,29.5,250.62,284.06,10.910000000000025,51.63799999999998,-109.38
01-11-2016,30.5,248.12,285.8,12.650000000000034,54.77000000000004,-111.88
01-11-2016,30.5,249.37,283.15,10.0,49.99999999999994,-110.63
01-11-2016,30.5,250.62,281.0,7.850000000000023,46.129999999999995,-109.38
01-11-2016,31.5,248.12,283.94,10.79000000000002,51.42199999999997,-111.88
01-11-2016,31.5,249.37,280.77,7.6200000000000045,45.71599999999995,-110.63
01-11-2016,31.5,250.62,278.86,5.710000000000036,42.27800000000002,-109.38
01-11-2016,32.5,248.12,284.24,11.090000000000032,51.96199999999999,-111.88
01-11-2016,32.5,249.37,280.97,7.82000000000005,46.07600000000002,-110.63
01-11-2016,32.5,250.62,278.16,5.010000000000048,41.01800000000003,-109.38
01-12-2016,29.5,248.12,285.45,12.300000000000011,54.13999999999993,-111.88
01-12-2016,29.5,249.37,283.11,9.960000000000036,49.928,-110.63
01-12-2016,29.5,250.62,280.43,7.28000000000003,45.103999999999985,-109.38
01-12-2016,30.5,248.12,282.05,8.900000000000034,48.02000000000004,-111.88
01-12-2016,30.5,249.37,279.48,6.330000000000041,43.394000000000005,-110.63
01-12-2016,30.5,250.62,277.25,4.100000000000023,39.379999999999995,-109.38
01-12-2016,31.5,248.12,280.14,6.990000000000009,44.581999999999994,-111.88
01-12-2016,31.5,249.37,276.63,3.480000000000018,38.26400000000001,-110.63
