,Date,Temperature Celsius
0,2014-12-07,15.199127197265625
1,2015-01-06,15.65277099609375
2,2015-02-04,18.347320556640625
3,2015-03-07,19.371124267578125
4,2015-04-06,21.4381103515625
5,2015-05-07,20.592864990234375
6,2015-06-06,20.852996826171875
7,2015-07-07,21.398406982421875
8,2015-08-07,21.3619384765625
9,2015-09-06,19.34942626953125
10,2015-10-07,17.55810546875
11,2015-11-06,15.3900146484375
12,2015-12-07,14.7042236328125
13,2016-01-06,15.98150634765625
14,2016-02-04,18.834228515625
15,2016-03-06,20.2337646484375
16,2016-04-05,21.65478515625
17,2016-05-06,22.281524658203125
18,2016-06-05,21.48577880859375
19,2016-07-06,21.456329345703125
20,2016-08-06,21.821563720703125
21,2016-09-05,20.061187744140625
22,2016-10-06,17.371185302734375
23,2016-11-05,16.176971435546875
24,2016-12-06,15.0513916015625
25,2017-01-05,18.56524658203125
26,2017-02-03,19.121307373046875
27,2017-03-06,21.05755615234375
28,2017-04-05,21.379913330078125
29,2017-05-06,22.0206298828125
30,2017-06-05,21.5074462890625
31,2017-07-06,21.860137939453125
32,2017-08-06,21.041900634765625
33,2017-09-05,19.706085205078125
34,2017-10-06,18.219024658203125
35,2017-11-05,17.70513916015625
36,2017-12-06,18.2000732421875
37,2018-01-05,17.23358154296875
38,2018-02-03,18.44482421875
39,2018-03-06,21.996307373046875
40,2018-04-05,21.65130615234375
41,2018-05-06,21.409515380859375
42,2018-06-05,21.608642578125
43,2018-07-06,22.029266357421875
44,2018-08-06,21.373321533203125
45,2018-09-05,19.771881103515625
46,2018-10-06,18.394439697265625
47,2018-11-05,15.274261474609375
48,2018-12-06,16.464569091796875
49,2019-01-05,15.853546142578125
50,2019-02-03,16.134124755859375
51,2019-03-06,19.53424072265625
52,2019-04-05,20.5323486328125
53,2019-05-06,21.802337646484375
54,2019-06-05,20.806640625
55,2019-07-06,21.033538818359375
56,2019-08-06,21.194366455078125
57,2019-09-05,19.808868408203125
58,2019-10-06,17.245452880859375
59,2019-11-05,17.521209716796875
60,2019-12-06,15.297271728515625
61,2020-01-05,16.51275634765625
62,2020-02-03,18.799957275390625
63,2020-03-05,20.802337646484375
64,2020-04-04,20.452911376953125
65,2020-05-05,21.32647705078125
66,2020-06-04,21.09625244140625
67,2020-07-05,21.247344970703125
68,2020-08-05,21.621307373046875
69,2020-09-04,20.503692626953125
70,2020-10-05,17.688690185546875
71,2020-11-04,16.566680908203125
72,2020-12-05,16.95172119140625
73,2021-01-04,16.40826416015625
74,2021-02-02,18.342926025390625
75,2021-03-05,19.672943115234375
76,2021-04-04,22.352996826171875
77,2021-05-05,21.593536376953125
78,2021-06-04,20.996612548828125
79,2021-07-05,21.978973388671875
80,2021-08-05,21.467742919921875
81,2021-09-04,20.3160400390625
82,2021-10-05,18.120208740234375
83,2021-11-04,16.40960693359375
84,2021-12-05,15.83526611328125
85,2022-01-04,16.5443115234375
86,2022-02-02,17.965087890625
87,2022-03-05,22.360137939453125
88,2022-04-04,22.76263427734375
89,2022-05-05,22.1588134765625
90,2022-06-04,21.277099609375
91,2022-07-05,21.508453369140625
92,2022-08-05,21.316314697265625
93,2022-09-04,19.341278076171875
94,2022-10-05,16.22369384765625
95,2022-11-04,15.99163818359375
96,2022-12-05,16.952545166015625
97,2023-01-04,15.211669921875
98,2023-02-02,17.877593994140625
99,2023-03-05,19.10015869140625
100,2023-04-04,21.77880859375
101,2023-05-05,21.04278564453125
102,2023-06-04,20.695953369140625
103,2023-07-05,21.01800537109375
104,2023-08-05,20.760528564453125
105,2023-09-04,19.29150390625
106,2023-10-05,16.82269287109375
107,2023-11-04,16.762725830078125
108,2023-12-05,14.598541259765625
109,2024-01-04,16.0133056640625
110,2024-02-02,18.44024658203125
111,2024-03-04,21.01507568359375
112,2024-04-03,22.22479248046875
113,2024-05-04,22.774200439453125
114,2024-06-03,22.10205078125
115,2024-07-04,22.56622314453125
116,2024-08-04,22.348236083984375
117,2024-09-03,20.922271728515625
118,2024-10-04,18.713104248046875
119,2024-11-03,17.5928955078125
120,2024-12-04,17.84307861328125
121,2025-01-03,18.36090087890625
122,2025-02-01,20.60107421875
123,2025-03-04,23.03594970703125
124,2025-04-03,24.2939453125
125,2025-05-04,22.241180419921875
126,2025-06-03,21.157745361328125
127,2025-07-04,21.480865478515625
128,2025-08-04,21.8778076171875
129,2025-09-03,19.377044677734375
130,2025-10-04,18.83123779296875
131,2025-11-03,17.409332275390625
132,2025-12-04,16.377716064453125
133,2026-01-03,17.30615234375
134,2026-02-01,18.57525634765625
135,2026-03-04,20.677276611328125
136,2026-04-03,22.179443359375
137,2026-05-04,23.098297119140625
138,2026-06-03,21.80322265625
139,2026-07-04,21.596527099609375
140,2026-08-04,21.470947265625
141,2026-09-03,19.766693115234375
142,2026-10-04,18.67535400390625
143,2026-11-03,16.9525146484375
144,2026-12-04,15.2222900390625
145,2027-01-03,16.71923828125
146,2027-02-01,17.76751708984375
147,2027-03-04,20.96112060546875
148,2027-04-03,23.260284423828125
149,2027-05-04,21.004852294921875
150,2027-06-03,21.34759521484375
151,2027-07-04,21.249664306640625
152,2027-08-04,21.536773681640625
153,2027-09-03,20.73809814453125
154,2027-10-04,17.57928466796875
155,2027-11-03,15.9110107421875
156,2027-12-04,15.431640625
157,2028-01-03,16.885284423828125
158,2028-02-01,18.0101318359375
159,2028-03-03,21.33282470703125
160,2028-04-02,22.250946044921875
161,2028-05-03,23.63604736328125
162,2028-06-02,21.611328125
163,2028-07-03,21.365234375
164,2028-08-03,21.68695068359375
165,2028-09-02,20.541595458984375
166,2028-10-03,18.04669189453125
167,2028-11-02,17.23486328125
168,2028-12-03,16.9722900390625
169,2029-01-02,18.278961181640625
170,2029-01-31,20.583251953125
171,2029-03-03,24.487945556640625
172,2029-04-02,22.54742431640625
173,2029-05-03,21.891448974609375
174,2029-06-02,21.69232177734375
175,2029-07-03,21.68072509765625
176,2029-08-03,21.775543212890625
177,2029-09-02,21.06109619140625
178,2029-10-03,19.02850341796875
179,2029-11-02,17.9266357421875
180,2029-12-03,15.10980224609375
181,2030-01-02,16.449249267578125
182,2030-01-31,20.61651611328125
183,2030-03-03,24.082763671875
184,2030-04-02,25.29736328125
185,2030-05-03,23.31951904296875
186,2030-06-02,22.339874267578125
187,2030-07-03,22.350006103515625
188,2030-08-03,21.39239501953125
189,2030-09-02,19.60858154296875
190,2030-10-03,16.760406494140625
191,2030-11-02,17.28265380859375
192,2030-12-03,17.323211669921875
193,2031-01-02,17.48748779296875
194,2031-01-31,21.345916748046875
195,2031-03-03,22.707275390625
196,2031-04-02,22.839111328125
197,2031-05-03,21.922149658203125
198,2031-06-02,21.58087158203125
199,2031-07-03,21.490264892578125
200,2031-08-03,21.45501708984375
201,2031-09-02,20.941558837890625
202,2031-10-03,18.90234375
203,2031-11-02,17.63836669921875
204,2031-12-03,15.624481201171875
205,2032-01-02,16.79498291015625
206,2032-01-31,20.086944580078125
207,2032-03-02,21.091552734375
208,2032-04-01,22.2672119140625
209,2032-05-02,21.83099365234375
210,2032-06-01,22.055023193359375
211,2032-07-02,21.560882568359375
212,2032-08-02,21.4063720703125
