,Date,Temperature Celsius
0,2014-12-07,8.412933349609375
1,2015-01-06,9.89947509765625
2,2015-02-04,13.117401123046875
3,2015-03-07,16.974822998046875
4,2015-04-06,19.02545166015625
5,2015-05-07,19.4822998046875
6,2015-06-06,18.501983642578125
7,2015-07-07,19.9984130859375
8,2015-08-07,15.675384521484375
9,2015-09-06,14.77996826171875
10,2015-10-07,10.71795654296875
11,2015-11-06,8.12579345703125
12,2015-12-07,10.395294189453125
13,2016-01-06,10.243499755859375
14,2016-02-04,13.224090576171875
15,2016-03-06,16.16497802734375
16,2016-04-05,19.72015380859375
17,2016-05-06,18.012481689453125
18,2016-06-05,18.4449462890625
19,2016-07-06,19.164154052734375
20,2016-08-06,16.39794921875
21,2016-09-05,14.35211181640625
22,2016-10-06,12.050811767578125
23,2016-11-05,8.7142333984375
24,2016-12-06,6.17230224609375
25,2017-01-05,7.193878173828125
26,2017-02-03,10.335205078125
27,2017-03-06,12.56915283203125
28,2017-04-05,18.076385498046875
29,2017-05-06,18.387054443359375
30,2017-06-05,17.969512939453125
31,2017-07-06,19.55633544921875
32,2017-08-06,17.03961181640625
33,2017-09-05,16.072540283203125
34,2017-10-06,10.289337158203125
35,2017-11-05,7.021148681640625
36,2017-12-06,5.761962890625
37,2018-01-05,7.81842041015625
38,2018-02-03,10.066375732421875
39,2018-03-06,15.246490478515625
40,2018-04-05,20.465423583984375
41,2018-05-06,22.84808349609375
42,2018-06-05,20.50860595703125
43,2018-07-06,18.00518798828125
44,2018-08-06,17.644561767578125
45,2018-09-05,15.538360595703125
46,2018-10-06,11.12646484375
47,2018-11-05,9.013702392578125
48,2018-12-06,7.88250732421875
49,2019-01-05,9.261993408203125
50,2019-02-03,13.262786865234375
51,2019-03-06,17.73077392578125
52,2019-04-05,18.98388671875
53,2019-05-06,19.58843994140625
54,2019-06-05,17.446136474609375
55,2019-07-06,18.579376220703125
56,2019-08-06,17.4833984375
57,2019-09-05,15.02447509765625
58,2019-10-06,12.30938720703125
59,2019-11-05,8.504608154296875
60,2019-12-06,9.507659912109375
61,2020-01-05,9.692230224609375
62,2020-02-03,12.604644775390625
63,2020-03-05,15.84014892578125
64,2020-04-04,18.560699462890625
65,2020-05-05,20.14581298828125
66,2020-06-04,19.986968994140625
67,2020-07-05,19.1563720703125
68,2020-08-05,18.688262939453125
69,2020-09-04,17.025177001953125
70,2020-10-05,14.650390625
71,2020-11-04,10.09588623046875
72,2020-12-05,8.87469482421875
73,2021-01-04,11.404876708984375
74,2021-02-02,15.05108642578125
75,2021-03-05,15.535675048828125
76,2021-04-04,18.21600341796875
77,2021-05-05,18.932861328125
78,2021-06-04,19.33843994140625
79,2021-07-05,18.07757568359375
80,2021-08-05,16.948822021484375
81,2021-09-04,15.900848388671875
82,2021-10-05,11.42401123046875
83,2021-11-04,7.44268798828125
84,2021-12-05,6.946380615234375
85,2022-01-04,8.677825927734375
86,2022-02-02,10.884918212890625
87,2022-03-05,15.8929443359375
88,2022-04-04,18.55517578125
89,2022-05-05,22.020538330078125
90,2022-06-04,22.10333251953125
91,2022-07-05,19.988861083984375
92,2022-08-05,17.406402587890625
93,2022-09-04,14.88275146484375
94,2022-10-05,11.764251708984375
95,2022-11-04,8.922515869140625
96,2022-12-05,7.938934326171875
97,2023-01-04,7.478759765625
98,2023-02-02,11.80950927734375
99,2023-03-05,12.752471923828125
100,2023-04-04,19.075927734375
101,2023-05-05,18.994781494140625
102,2023-06-04,17.694671630859375
103,2023-07-05,17.867279052734375
104,2023-08-05,17.777252197265625
105,2023-09-04,15.36639404296875
106,2023-10-05,8.824615478515625
107,2023-11-04,9.9254150390625
108,2023-12-05,6.539825439453125
109,2024-01-04,9.92645263671875
110,2024-02-02,13.9603271484375
111,2024-03-04,16.842193603515625
112,2024-04-03,17.764495849609375
113,2024-05-04,19.322845458984375
114,2024-06-03,17.2159423828125
115,2024-07-04,17.224700927734375
116,2024-08-04,17.695831298828125
117,2024-09-03,14.89666748046875
118,2024-10-04,11.874176025390625
119,2024-11-03,10.061004638671875
120,2024-12-04,8.19525146484375
121,2025-01-03,9.30303955078125
122,2025-02-01,10.176055908203125
123,2025-03-04,14.076995849609375
124,2025-04-03,18.999603271484375
125,2025-05-04,22.72528076171875
126,2025-06-03,19.927886962890625
127,2025-07-04,18.809906005859375
128,2025-08-04,18.06549072265625
129,2025-09-03,15.046356201171875
130,2025-10-04,12.767242431640625
131,2025-11-03,7.4027099609375
132,2025-12-04,8.1656494140625
133,2026-01-03,8.600250244140625
134,2026-02-01,11.71533203125
135,2026-03-04,18.696502685546875
136,2026-04-03,17.82244873046875
137,2026-05-04,21.9559326171875
138,2026-06-03,20.33306884765625
139,2026-07-04,18.153289794921875
140,2026-08-04,16.4322509765625
141,2026-09-03,13.913970947265625
142,2026-10-04,11.286468505859375
143,2026-11-03,9.63519287109375
144,2026-12-04,8.276123046875
145,2027-01-03,11.026885986328125
146,2027-02-01,14.2952880859375
147,2027-03-04,16.00067138671875
148,2027-04-03,18.677093505859375
149,2027-05-04,19.341888427734375
150,2027-06-03,20.160980224609375
151,2027-07-04,20.15869140625
152,2027-08-04,17.367340087890625
153,2027-09-03,15.494964599609375
154,2027-10-04,10.569122314453125
155,2027-11-03,6.7147216796875
156,2027-12-04,9.56378173828125
157,2028-01-03,10.83355712890625
158,2028-02-01,12.222900390625
159,2028-03-03,15.833740234375
160,2028-04-02,19.3399658203125
161,2028-05-03,21.41070556640625
162,2028-06-02,19.740936279296875
163,2028-07-03,19.716033935546875
