YYYYMM, LAT, LON, TAS
201712,   26.50,  260.62,  283.48
201712,   26.50,  261.88,  284.41
201712,   26.50,  263.12,  288.90
201712,   27.50,  260.62,  282.42
201712,   27.50,  261.88,  282.83
201712,   27.50,  263.12,  286.82
201801,   24.50,  260.62,  283.70
201801,   24.50,  261.88,  287.33
201801,   24.50,  263.12,  290.86
201801,   25.50,  260.62,  284.42
201801,   25.50,  261.88,  286.57
201801,   25.50,  263.12,  289.78
201801,   26.50,  260.62,  284.70
201801,   26.50,  261.88,  285.32
201801,   26.50,  263.12,  288.67
201801,   27.50,  260.62,  283.74
201801,   27.50,  261.88,  284.20
201801,   27.50,  263.12,  287.13
201802,   24.50,  260.62,  285.69
201802,   24.50,  261.88,  289.94
201802,   24.50,  263.12,  291.88
201802,   25.50,  260.62,  286.94
201802,   25.50,  261.88,  289.23
201802,   25.50,  263.12,  290.96
201802,   26.50,  260.62,  287.43
201802,   26.50,  261.88,  287.92
201802,   26.50,  263.12,  289.89
201802,   27.50,  260.62,  286.56
201802,   27.50,  261.88,  286.49
201802,   27.50,  263.12,  288.45
201803,   24.50,  260.62,  287.54
201803,   24.50,  261.88,  290.98
201803,   24.50,  263.12,  292.43
201803,   25.50,  260.62,  288.32
201803,   25.50,  261.88,  290.28
201803,   25.50,  263.12,  291.52
201803,   26.50,  260.62,  288.83
201803,   26.50,  261.88,  289.11
201803,   26.50,  263.12,  290.35
201803,   27.50,  260.62,  287.97
201803,   27.50,  261.88,  287.80
201803,   27.50,  263.12,  288.92
201804,   24.50,  260.62,  292.96
201804,   24.50,  261.88,  296.00
201804,   24.50,  263.12,  295.45
201804,   25.50,  260.62,  294.38
201804,   25.50,  261.88,  295.83
201804,   25.50,  263.12,  294.84
201804,   26.50,  260.62,  295.81
201804,   26.50,  261.88,  295.09
201804,   26.50,  263.12,  294.13
201804,   27.50,  260.62,  295.00
201804,   27.50,  261.88,  294.02
201804,   27.50,  263.12,  293.21
201805,   24.50,  260.62,  299.50
201805,   24.50,  261.88,  301.44
201805,   24.50,  263.12,  299.55
201805,   25.50,  260.62,  301.82
201805,   25.50,  261.88,  301.60
201805,   25.50,  263.12,  299.14
201805,   26.50,  260.62,  302.87
201805,   26.50,  261.88,  300.89
201805,   26.50,  263.12,  298.78
201805,   27.50,  260.62,  302.17
201805,   27.50,  261.88,  300.18
201805,   27.50,  263.12,  298.35
201806,   24.50,  260.62,  299.05
201806,   24.50,  261.88,  302.68
201806,   24.50,  263.12,  301.77
201806,   25.50,  260.62,  302.33
201806,   25.50,  261.88,  303.47
201806,   25.50,  263.12,  301.52
201806,   26.50,  260.62,  304.72
201806,   26.50,  261.88,  303.17
201806,   26.50,  263.12,  301.29
201806,   27.50,  260.62,  305.19
201806,   27.50,  261.88,  303.15
201806,   27.50,  263.12,  301.12
201807,   24.50,  260.62,  299.66
201807,   24.50,  261.88,  303.35
201807,   24.50,  263.12,  302.39
201807,   25.50,  260.62,  302.93
201807,   25.50,  261.88,  304.01
201807,   25.50,  263.12,  302.37
201807,   26.50,  260.62,  305.29
201807,   26.50,  261.88,  303.82
201807,   26.50,  263.12,  302.43
201807,   27.50,  260.62,  305.88
201807,   27.50,  261.88,  304.17
201807,   27.50,  263.12,  302.60
201808,   24.50,  260.62,  296.85
201808,   24.50,  261.88,  300.75
201808,   24.50,  263.12,  301.59
201808,   25.50,  260.62,  299.98
201808,   25.50,  261.88,  301.51
201808,   25.50,  263.12,  301.59
201808,   26.50,  260.62,  302.39
201808,   26.50,  261.88,  301.89
201808,   26.50,  263.12,  301.76
201808,   27.50,  260.62,  302.99
201808,   27.50,  261.88,  302.09
201808,   27.50,  263.12,  301.80
201809,   24.50,  260.62,  295.99
201809,   24.50,  261.88,  300.22
201809,   24.50,  263.12,  301.08
201809,   25.50,  260.62,  299.10
201809,   25.50,  261.88,  301.13
201809,   25.50,  263.12,  301.20
201809,   26.50,  260.62,  301.84
201809,   26.50,  261.88,  301.50
201809,   26.50,  263.12,  301.40
201809,   27.50,  260.62,  302.53
201809,   27.50,  261.88,  301.80
201809,   27.50,  263.12,  301.53
201810,   24.50,  260.62,  292.97
201810,   24.50,  261.88,  297.70
201810,   24.50,  263.12,  298.94
201810,   25.50,  260.62,  294.90
