YYYYMM, LAT, LON, TAS
201501,   30.50,  241.88,  286.92
201501,   30.50,  243.13,  286.92
201501,   30.50,  244.38,  283.67
201501,   31.50,  241.88,  286.56
201501,   31.50,  243.13,  285.52
201501,   31.50,  244.38,  281.52
201501,   32.50,  241.88,  286.26
201501,   32.50,  243.13,  283.18
201501,   32.50,  244.38,  281.06
201501,   33.50,  241.88,  284.13
201501,   33.50,  243.13,  279.66
201501,   33.50,  244.38,  281.31
201502,   30.50,  241.88,  287.09
201502,   30.50,  243.13,  287.62
201502,   30.50,  244.38,  287.22
201502,   31.50,  241.88,  286.80
201502,   31.50,  243.13,  286.97
201502,   31.50,  244.38,  286.20
201502,   32.50,  241.88,  286.83
201502,   32.50,  243.13,  285.61
201502,   32.50,  244.38,  285.81
201502,   33.50,  241.88,  286.05
201502,   33.50,  243.13,  283.49
201502,   33.50,  244.38,  285.53
201503,   30.50,  241.88,  288.92
201503,   30.50,  243.13,  289.65
201503,   30.50,  244.38,  291.26
201503,   31.50,  241.88,  288.71
201503,   31.50,  243.13,  289.52
201503,   31.50,  244.38,  290.60
201503,   32.50,  241.88,  288.92
201503,   32.50,  243.13,  289.61
201503,   32.50,  244.38,  291.31
201503,   33.50,  241.88,  289.90
201503,   33.50,  243.13,  289.07
201503,   33.50,  244.38,  291.64
201504,   30.50,  241.88,  289.23
201504,   30.50,  243.13,  289.14
201504,   30.50,  244.38,  290.16
201504,   31.50,  241.88,  288.92
201504,   31.50,  243.13,  288.47
201504,   31.50,  244.38,  289.91
201504,   32.50,  241.88,  288.68
201504,   32.50,  243.13,  288.02
201504,   32.50,  244.38,  291.11
201504,   33.50,  241.88,  288.49
201504,   33.50,  243.13,  287.80
201504,   33.50,  244.38,  292.34
201505,   30.50,  241.88,  290.20
201505,   30.50,  243.13,  290.44
201505,   30.50,  244.38,  292.90
201505,   31.50,  241.88,  289.93
201505,   31.50,  243.13,  290.11
201505,   31.50,  244.38,  293.55
201505,   32.50,  241.88,  289.85
201505,   32.50,  243.13,  290.45
201505,   32.50,  244.38,  295.34
201505,   33.50,  241.88,  291.01
201505,   33.50,  243.13,  291.67
201505,   33.50,  244.38,  296.87
201506,   30.50,  241.88,  291.83
201506,   30.50,  243.13,  291.96
201506,   30.50,  244.38,  294.21
201506,   31.50,  241.88,  291.49
201506,   31.50,  243.13,  291.40
201506,   31.50,  244.38,  295.05
201506,   32.50,  241.88,  291.35
201506,   32.50,  243.13,  291.23
201506,   32.50,  244.38,  296.68
201506,   33.50,  241.88,  292.29
201506,   33.50,  243.13,  292.96
201506,   33.50,  244.38,  299.29
201507,   30.50,  241.88,  293.82
201507,   30.50,  243.13,  294.50
201507,   30.50,  244.38,  299.48
