YYYYMM, LAT, LON, TAS
201501,   29.50,  248.12,  285.47
201501,   29.50,  249.37,  284.17
201501,   29.50,  250.62,  282.25
201501,   30.50,  248.12,  283.60
201501,   30.50,  249.37,  281.33
201501,   30.50,  250.62,  279.79
201501,   31.50,  248.12,  282.26
201501,   31.50,  249.37,  279.58
201501,   31.50,  250.62,  278.28
201501,   32.50,  248.12,  281.99
201501,   32.50,  249.37,  279.81
201501,   32.50,  250.62,  277.40
201502,   29.50,  248.12,  291.99
201502,   29.50,  249.37,  290.93
201502,   29.50,  250.62,  287.96
201502,   30.50,  248.12,  290.85
201502,   30.50,  249.37,  287.91
201502,   30.50,  250.62,  285.58
201502,   31.50,  248.12,  289.36
201502,   31.50,  249.37,  285.97
201502,   31.50,  250.62,  283.88
201502,   32.50,  248.12,  289.25
201502,   32.50,  249.37,  286.62
201502,   32.50,  250.62,  283.52
201503,   29.50,  248.12,  294.47
201503,   29.50,  249.37,  293.57
201503,   29.50,  250.62,  290.44
201503,   30.50,  248.12,  293.24
201503,   30.50,  249.37,  290.65
201503,   30.50,  250.62,  288.55
201503,   31.50,  248.12,  291.71
201503,   31.50,  249.37,  288.50
201503,   31.50,  250.62,  287.10
201503,   32.50,  248.12,  292.30
201503,   32.50,  249.37,  289.40
201503,   32.50,  250.62,  286.81
201504,   29.50,  248.12,  297.36
201504,   29.50,  249.37,  297.55
201504,   29.50,  250.62,  295.07
201504,   30.50,  248.12,  296.23
201504,   30.50,  249.37,  294.91
201504,   30.50,  250.62,  293.51
201504,   31.50,  248.12,  295.57
201504,   31.50,  249.37,  292.93
201504,   31.50,  250.62,  292.07
201504,   32.50,  248.12,  296.52
201504,   32.50,  249.37,  293.74
201504,   32.50,  250.62,  291.30
201505,   29.50,  248.12,  295.99
201505,   29.50,  249.37,  296.50
201505,   29.50,  250.62,  294.48
201505,   30.50,  248.12,  294.53
201505,   30.50,  249.37,  293.82
201505,   30.50,  250.62,  293.16
